4000-128
PLACES:{0}, {3}, {1}, {4}, {2}, {5}, {6}, {9}, {7}, {10}, {8}, {11}|BIND:close,OPT-MAVX,4 threads,10.773242,10.478387,9.896902,9.446180,9.412745,
,,8 threads,7.345460,7.605611,7.502455,7.540113,7.510165,
,,12 threads,8.084709,8.358297,8.573276,8.682521,8.583699,
PLACES:{0}, {3}, {6}, {9}, {1}, {4}, {7}, {10}, {2}, {5}, {8}, {11}|BIND:close,OPT-MAVX,4 threads,10.965223,11.861373,12.315212,12.466239,12.289722,
,,8 threads,7.732840,7.472954,7.166562,7.391251,7.218747,
,,12 threads,8.309488,8.363178,8.188459,8.544622,8.355220,
PLACES:threads|BIND:false,OPT-MAVX,4 threads,12.017852,11.163908,10.782310,11.265973,10.003712,
,,8 threads,8.715169,8.958180,8.835054,8.302245,8.361800,
,,12 threads,7.878203,8.300937,7.978405,8.057757,8.902900,

