8000-128
PLACES:{0}, {3}, {1}, {4}, {2}, {5}, {6}, {9}, {7}, {10}, {8}, {11}|BIND:close,OPT-MAVX,4 threads,71.341723,73.326886,74.773095,73.390372,76.432154,
,,8 threads,40.109803,40.274606,39.298251,41.392301,42.273248,
,,12 threads,39.773540,39.380638,37.135787,38.310579,37.631774,
PLACES:{0}, {3}, {6}, {9}, {1}, {4}, {7}, {10}, {2}, {5}, {8}, {11}|BIND:close,OPT-MAVX,4 threads,74.353999,74.506424,74.997493,72.852208,76.267056,
,,8 threads,41.282402,41.865626,40.509458,40.080310,40.465699,
,,12 threads,37.807670,39.921125,38.421144,38.169308,37.460158,
PLACES:threads|BIND:false,OPT-MAVX,4 threads,81.340129,78.311167,80.465031,79.620155,78.043144,
,,8 threads,45.311963,45.364525,44.941829,43.712329,45.520555,
,,12 threads,46.532315,42.784829,44.711887,42.274151,42.887838,

