./secondary.sh: line 10: =3: command not found
./secondary.sh: line 11: =2: command not found
./secondary.sh: line 12: =2: command not found
10-256
PLACES:cores|BIND:close,NO OPT-NO MAVX./secondary.sh: line 58: [: -gt: unary operator expected
,NO OPT-MAVX./secondary.sh: line 58: [: -gt: unary operator expected
,OPT-NO MAVX./secondary.sh: line 58: [: -gt: unary operator expected
,OPT-MAVX./secondary.sh: line 58: [: -gt: unary operator expected
PLACES:cores|BIND:spread,NO OPT-NO MAVX./secondary.sh: line 58: [: -gt: unary operator expected
,NO OPT-MAVX./secondary.sh: line 58: [: -gt: unary operator expected
,OPT-NO MAVX./secondary.sh: line 58: [: -gt: unary operator expected
,OPT-MAVX./secondary.sh: line 58: [: -gt: unary operator expected

