1000-512
PLACES:cores|BIND:close,NO OPT-NO MAVX,2 threads,3.590028,3.561706,3.564468,3.564264,3.566278,
,,4 threads,3.594165,3.610628,3.665029,3.592081,3.649884,
,,6 threads,3.599642,3.620535,3.606516,3.646506,3.710681,
,,8 threads,3.685493,3.613855,3.630464,3.659212,3.690561,
,,10 threads,3.720868,3.734223,3.606668,3.618497,3.713183,
,,12 threads,3.650674,3.662712,3.664301,3.624101,3.648489,
,NO OPT-MAVX,2 threads,3.592192,3.565605,3.566274,3.567336,3.563828,
,,4 threads,3.598693,3.607318,3.648759,3.619342,3.702634,
,,6 threads,3.638137,3.662308,3.683244,3.704497,3.727703,
,,8 threads,3.608976,3.632476,3.667519,3.643656,3.668095,
,,10 threads,3.741396,3.608518,3.639699,3.670990,3.688751,
,,12 threads,3.711223,3.729332,3.658296,3.646908,3.658869,
,OPT-NO MAVX,2 threads,0.210784,0.212430,0.210590,0.208261,0.205940,
,,4 threads,0.237814,0.235571,0.237249,0.235660,0.231834,
,,6 threads,0.250103,0.246214,0.248062,0.249985,0.247549,
,,8 threads,0.254916,0.256385,0.254553,0.255122,0.254249,
,,10 threads,0.248752,0.257184,0.262014,0.256432,0.255968,
,,12 threads,0.256066,0.255837,0.261874,0.257576,0.260265,
,OPT-MAVX,2 threads,0.168790,0.155829,0.155980,0.155091,0.155731,
,,4 threads,0.185784,0.185004,0.180095,0.181946,0.183722,
,,6 threads,0.194072,0.195897,0.188508,0.192493,0.188049,
,,8 threads,0.200941,0.197687,0.193407,0.197669,0.196785,
,,10 threads,0.202191,0.205843,0.201544,0.202399,0.204786,
,,12 threads,0.203391,0.195814,0.194969,0.206142,0.204564,
PLACES:cores|BIND:spread,NO OPT-NO MAVX,2 threads,3.593256,3.587607,3.578330,3.578656,3.582860,
,,4 threads,3.599827,3.601892,3.605094,3.596325,3.607101,
,,6 threads,3.659336,3.664999,3.682844,3.626439,3.612356,
,,8 threads,3.611460,3.656517,3.656837,3.638375,3.616032,
,,10 threads,3.643768,3.662995,3.665434,3.677911,3.628916,
,,12 threads,3.643851,3.659240,3.643113,3.673120,3.905768,
,NO OPT-MAVX,2 threads,3.589195,3.585024,3.577462,3.582475,3.579893,
,,4 threads,3.601039,3.596982,3.594299,3.597386,3.602527,
,,6 threads,3.691142,3.622222,3.628844,3.640992,3.660244,
,,8 threads,3.678372,3.684522,3.615697,3.629738,3.607656,
,,10 threads,3.674649,3.647189,3.604716,3.618295,3.628870,
,,12 threads,3.773988,3.715559,3.751483,3.753012,3.622226,
,OPT-NO MAVX,2 threads,0.260655,0.257411,0.261456,0.249786,0.224487,
,,4 threads,0.242828,0.236948,0.237385,0.235026,0.244408,
,,6 threads,0.252627,0.247561,0.252213,0.248772,0.240496,
,,8 threads,0.248389,0.246514,0.244313,0.250387,0.248948,
,,10 threads,0.246841,0.250586,0.252134,0.253824,0.253934,
,,12 threads,0.264052,0.263282,0.260416,0.253385,0.263209,
,OPT-MAVX,2 threads,0.203018,0.198740,0.195002,0.201153,0.197467,
,,4 threads,0.193513,0.193255,0.186547,0.187169,0.185490,
,,6 threads,0.198664,0.196387,0.192180,0.197068,0.196434,
,,8 threads,0.195999,0.195931,0.191154,0.196341,0.191386,
,,10 threads,0.200791,0.197257,0.193898,0.196351,0.194771,
,,12 threads,0.202387,0.204120,0.199271,0.195578,0.201986,
PLACES:threads|BIND:close,NO OPT-NO MAVX,2 threads,3.582534,3.566721,3.566013,3.568548,3.564266,
,,4 threads,3.603222,3.591247,3.638879,3.646984,3.621867,
,,6 threads,3.611772,3.636165,3.665983,3.685042,3.710837,
,,8 threads,3.747965,3.620539,3.643213,3.660282,3.690923,
,,10 threads,3.661241,3.739190,3.613210,3.667413,3.661362,
,,12 threads,3.691406,3.707510,3.725628,3.599634,3.664601,
,NO OPT-MAVX,2 threads,3.580564,3.558051,3.566665,3.566148,3.565611,
,,4 threads,3.618868,3.624804,3.641078,3.651418,3.596322,
,,6 threads,3.627261,3.659604,3.715175,3.654966,3.733441,
,,8 threads,3.644168,3.700358,3.657100,3.685355,3.747337,
,,10 threads,3.741136,3.780324,3.648046,3.731416,3.673655,
,,12 threads,3.641964,3.664422,3.729047,3.703149,3.632604,
,OPT-NO MAVX,2 threads,0.220519,0.205919,0.207176,0.206969,0.207022,
