2000-256
PLACES:cores|BIND:close,NO OPT-NO MAVX,2 threads,28.662356,28.605613,28.595115,28.588319,28.595139,
,,4 threads,14.919652,14.864429,14.891791,14.911528,14.895846,
,,6 threads,14.970645,14.953873,14.983536,14.966474,14.916672,
,,8 threads,7.834926,7.811043,7.796553,7.797234,7.814537,
,,10 threads,7.813371,7.798975,7.801574,7.819058,7.812239,
,,12 threads,7.800685,7.806288,7.789639,7.806687,7.815320,
,NO OPT-MAVX,2 threads,29.609225,29.309354,29.497864,29.489968,29.367075,
,,4 threads,14.914584,14.916985,14.882053,14.890118,14.910119,
,,6 threads,15.122886,15.186030,15.154301,15.162718,15.160528,
,,8 threads,7.799455,7.811168,7.791503,7.812897,7.798409,
,,10 threads,7.806187,7.808617,8.122071,7.806795,7.831855,
,,12 threads,7.799032,7.834161,7.813773,7.792697,7.823258,
,OPT-NO MAVX,2 threads,1.776871,1.753686,1.749263,1.734068,1.738962,
,,4 threads,0.967757,0.967124,0.969080,0.970864,0.974207,
,,6 threads,1.007377,1.009834,0.995586,1.004802,1.125832,
,,8 threads,0.573843,0.569298,0.571437,0.567938,0.569618,
,,10 threads,0.576686,0.576164,0.575204,0.575908,0.573850,
,,12 threads,0.598317,0.576508,0.600309,0.601831,0.594708,
,OPT-MAVX,2 threads,1.325987,1.308759,1.300129,1.297999,1.313351,
,,4 threads,0.737239,0.738713,0.737485,0.732368,0.737073,
,,6 threads,0.766159,0.761923,0.766579,0.758080,0.750618,
,,8 threads,0.465802,0.446520,0.446658,0.451555,0.454264,
,,10 threads,0.450046,0.453678,0.454424,0.496038,0.486554,
,,12 threads,0.458441,0.481353,0.460139,0.489569,0.498526,
PLACES:cores|BIND:spread,NO OPT-NO MAVX,2 threads,28.672623,28.659037,28.671064,28.668839,28.646582,
,,4 threads,14.500550,14.614135,14.568373,14.572259,14.454118,
,,6 threads,14.743491,14.712203,14.719130,14.690155,14.656945,
,,8 threads,7.784466,7.806458,7.788694,7.760751,7.812805,
,,10 threads,7.670884,7.781953,8.016460,7.592783,7.632856,
,,12 threads,7.819939,7.824100,7.811579,7.813950,7.804928,
,NO OPT-MAVX,2 threads,28.673488,28.656841,28.648217,28.668359,28.649227,
,,4 threads,14.728647,14.702781,14.628400,14.797371,14.583259,
,,6 threads,14.723632,14.699911,14.726412,14.737168,14.669315,
,,8 threads,7.761547,7.837008,7.784172,7.820711,7.717484,
,,10 threads,7.551911,7.562347,7.579163,7.594759,7.568650,
,,12 threads,7.849054,7.804442,7.802001,7.807401,7.804093,
,OPT-NO MAVX,2 threads,1.802309,1.777661,1.763559,1.782215,1.775708,
,,4 threads,1.008593,0.959773,0.967232,0.954941,0.962880,
,,6 threads,1.004551,0.994058,0.999256,0.989745,0.999172,
,,8 threads,0.598106,0.573570,0.571670,0.573325,0.574032,
,,10 threads,0.577091,0.576236,0.574282,0.556968,0.557151,
,,12 threads,0.581927,0.573421,0.613504,0.581209,0.567001,
,OPT-MAVX,2 threads,1.350195,1.344738,1.345582,1.334459,1.341021,
,,4 threads,0.784825,0.740991,0.739966,0.735749,0.745284,
,,6 threads,0.766635,0.755445,0.767673,0.768296,0.766097,
,,8 threads,0.474222,0.450139,0.450109,0.448834,0.450281,
,,10 threads,0.450008,0.455431,0.442942,0.455706,0.436471,
,,12 threads,0.452393,0.488899,0.463922,0.493386,0.458674,
PLACES:threads|BIND:close,NO OPT-NO MAVX,2 threads,28.662335,28.615037,28.605615,28.858101,29.515810,
,,4 threads,15.140389,15.156813,14.904833,14.877430,14.878826,
,,6 threads,15.192386,15.187000,15.191910,15.308549,15.195565,
,,8 threads,7.791931,7.803026,7.810237,7.815260,7.798605,
,,10 threads,7.806898,7.792358,7.802046,7.797744,7.814097,
