4000-256
PLACES:cores|BIND:close,NO OPT-NO MAVX,2 threads,228.665885,228.601165,229.000877,228.483680,230.885338,
,,4 threads,118.629314,118.890004,118.547306,118.919742,123.596924,
,,6 threads,91.883131,92.451716,91.856726,91.690304,91.728490,
,,8 threads,61.728867,61.847588,61.756262,61.784470,61.766438,
,,10 threads,61.928412,61.840713,61.839585,61.841215,61.735401,
,,12 threads,60.675423,60.651283,60.703651,60.634724,61.362045,
,NO OPT-MAVX,2 threads,228.468005,229.347600,232.494009,235.014804,235.356679,
,,4 threads,120.827752,119.152664,118.542757,118.882379,118.923581,
,,6 threads,91.354892,91.553905,91.654802,91.659604,99.477756,
,,8 threads,61.861825,61.761934,61.774677,61.735326,61.772997,
,,10 threads,61.711794,61.777521,61.768901,61.824429,61.917639,
,,12 threads,63.160000,60.647381,60.623313,60.644584,60.665270,
,OPT-NO MAVX,2 threads,13.761185,13.646496,13.633422,13.634466,13.643496,
,,4 threads,7.372725,7.365463,7.362850,7.363400,7.356172,
,,6 threads,5.753103,5.768215,5.773141,5.795003,5.732821,
,,8 threads,3.983336,3.950074,3.947484,3.948950,3.949835,
,,10 threads,4.077295,3.974990,3.982796,3.978938,3.969638,
,,12 threads,3.980971,4.020898,3.943442,3.928026,3.982222,
,OPT-MAVX,2 threads,10.507956,10.644171,10.405487,10.474846,10.588725,
,,4 threads,5.571438,5.540161,5.539474,5.541909,5.531607,
,,6 threads,4.335835,4.303506,4.294340,4.279681,4.366422,
,,8 threads,3.033203,3.003045,3.000191,3.004145,3.005999,
,,10 threads,3.016340,3.026637,3.041555,3.022559,3.025651,
,,12 threads,2.985525,2.983333,3.005308,3.020122,2.993276,
PLACES:cores|BIND:spread,NO OPT-NO MAVX,2 threads,231.201595,228.696076,228.833123,228.836452,228.615347,
,,4 threads,115.768894,115.876319,117.100937,121.439213,114.899856,
,,6 threads,89.332624,89.518185,89.254090,89.074190,89.079354,
,,8 threads,61.579525,61.696387,62.016190,61.589765,61.140010,
,,10 threads,60.511672,61.078640,59.636271,59.688731,59.708763,
,,12 threads,60.729429,60.818992,60.596157,60.674424,60.653123,
,NO OPT-MAVX,2 threads,229.087395,228.586996,228.971968,228.779880,228.638101,
,,4 threads,117.606510,117.490026,118.230641,117.171781,115.885478,
,,6 threads,89.483523,89.432264,89.516403,89.596906,89.242786,
,,8 threads,61.185504,61.529792,61.591415,61.203884,61.031537,
,,10 threads,59.746670,60.283953,59.839999,59.510347,59.502894,
,,12 threads,60.687999,60.668286,60.642523,60.656524,60.590836,
,OPT-NO MAVX,2 threads,13.827850,13.822902,13.835987,13.822514,13.817237,
,,4 threads,7.152691,7.144389,7.213412,7.280504,7.199644,
,,6 threads,5.623633,5.593898,5.660908,5.666363,5.661605,
,,8 threads,3.977923,3.945914,3.946534,3.941245,3.949179,
,,10 threads,3.860325,3.839006,3.858642,3.835782,3.876344,
,,12 threads,3.889766,3.967284,3.993204,3.959655,3.984075,
,OPT-MAVX,2 threads,10.308121,10.393105,10.374264,10.384790,10.297020,
,,4 threads,5.371863,5.395214,5.370466,5.388028,5.439359,
,,6 threads,4.263698,4.208451,4.227543,4.216899,4.219964,
,,8 threads,3.014844,2.994750,2.990588,2.979160,2.989050,
,,10 threads,2.932757,3.003778,2.983284,2.904867,2.916224,
,,12 threads,2.959879,2.959710,2.959388,2.992471,2.966935,
PLACES:threads|BIND:close,NO OPT-NO MAVX,2 threads,230.204884,228.822984,229.292996,229.381474,231.463963,
,,4 threads,118.644817,119.931323,119.115181,118.788964,118.547339,
,,6 threads,92.359264,92.390114,91.318261,91.430638,91.470945,
,,8 threads,61.844123,61.756873,61.720809,61.785563,61.845478,
,,10 threads,61.859956,61.741478,61.817872,61.699512,61.798877,
,,12 threads,60.625524,60.668289,60.735953,60.614757,60.659482,
,NO OPT-MAVX,2 threads,232.788716,232.478442,234.190045,232.797963,229.636082,
,,4 threads,118.664197,118.615912,118.623595,118.643080,118.634751,
,,6 threads,91.323231,91.265453,91.993286,92.149628,91.265962,
,,8 threads,61.769936,61.746280,62.594333,61.725048,61.763009,
,,10 threads,61.724940,61.797972,61.775259,61.741830,61.755304,
,,12 threads,60.640666,60.608929,61.376618,60.619702,60.631870,
,OPT-NO MAVX,2 threads,13.756994,13.764690,13.631768,13.756059,13.745996,
,,4 threads,7.367786,7.375188,7.368788,7.359342,7.348744,
,,6 threads,5.740728,5.763857,5.747730,5.781408,5.760220,
,,8 threads,3.979557,3.955871,3.955001,3.952308,3.947183,
,,10 threads,3.977578,3.977290,3.984998,3.979733,4.004828,
,,12 threads,3.900286,3.982831,3.898670,3.905700,3.929136,
