10-256
PLACES:threads|BIND:CLOSE,NO OPT-NO MAVX,2 threads,0.000086,0.000083,0.000085,0.000084,0.000076,
,,4 threads,0.013792,0.000156,0.000208,0.000134,0.000147,
,,8 threads,0.000242,0.000227,0.000223,0.000227,0.000222,
,NO OPT-MAVX,2 threads,0.000088,0.000073,0.000078,0.000067,0.000065,
,,4 threads,0.001842,0.000135,0.000173,0.000137,0.000131,
,,8 threads,0.000241,0.000325,0.000229,0.000225,0.000224,
,OPT-NO MAVX,2 threads,0.000074,0.000074,0.000067,0.000073,0.000072,
,,4 threads,0.000166,0.000133,0.000128,0.000137,0.000117,
,,8 threads,0.000491,0.000231,0.000253,0.016179,0.000342,
,OPT-MAVX,2 threads,0.000063,0.000068,0.000076,0.000068,0.000071,
,,4 threads,0.000144,0.000128,0.000124,0.000122,0.000190,
,,8 threads,0.000240,0.000224,0.000216,0.000221,0.000216,
PLACES:CORES|BIND:CLOSE,NO OPT-NO MAVX,2 threads,0.000096,0.000086,0.000086,0.000071,0.000068,
,,4 threads,0.004240,0.000353,0.001915,0.001941,0.000826,
,,8 threads,0.000261,0.000234,0.000248,0.000286,0.000340,
,NO OPT-MAVX,2 threads,0.000115,0.000109,0.000093,0.000137,0.000151,
,,4 threads,0.000806,0.004572,0.000652,0.001554,0.000730,
,,8 threads,0.000258,0.000252,0.000277,0.000270,0.000236,
,OPT-NO MAVX,2 threads,0.000145,0.000139,0.000488,0.000147,0.000092,
,,4 threads,0.002771,0.001436,0.000706,0.001124,0.001317,
,,8 threads,0.000385,0.000314,0.000413,0.000348,0.000303,
,OPT-MAVX,2 threads,0.000096,0.000087,0.000077,0.000073,0.000072,
,,4 threads,0.001913,0.000424,0.002389,0.001355,0.001394,
,,8 threads,0.000277,0.000244,0.000237,0.000236,0.000245,

